"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","121","System Admin should not be able to create project with invalid name","Surefire suite","Thu Nov 06 22:31:30 UTC 2025","passed","Thu Nov 06 22:31:30 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithNameMalformationsTest"
"","1517","Project Admin should be able to create project with granted project as parent","Surefire suite","Thu Nov 06 22:31:23 UTC 2025","passed","Thu Nov 06 22:31:25 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","projectAdminCreatesSubproject"
"","649","User should not be able to create project without mandatory header","Surefire suite","Thu Nov 06 22:31:36 UTC 2025","failed","Thu Nov 06 22:31:37 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesProjectWithoutHeaderTest"
"","146","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:31 UTC 2025","passed","Thu Nov 06 22:31:32 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","125","System Admin should not able to create project without id field","Surefire suite","Thu Nov 06 22:31:35 UTC 2025","passed","Thu Nov 06 22:31:35 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithoutIdTest"
"","828","System Admin should be able to create project with different parent and source projects","Surefire suite","Thu Nov 06 22:31:26 UTC 2025","passed","Thu Nov 06 22:31:26 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithDifferentParentAndSourceTest"
"","132","User should not be able to create subproject","Surefire suite","Thu Nov 06 22:31:37 UTC 2025","passed","Thu Nov 06 22:31:37 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesSubproject"
"","134","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:28 UTC 2025","failed","Thu Nov 06 22:31:28 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
"","100","User should not be able to create project with root as parent","Surefire suite","Thu Nov 06 22:31:36 UTC 2025","passed","Thu Nov 06 22:31:36 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesProjectInRoot"
"","142","System Admin should not be able to create project with invalid name","Surefire suite","Thu Nov 06 22:31:30 UTC 2025","passed","Thu Nov 06 22:31:30 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithNameMalformationsTest"
"","161","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:31 UTC 2025","passed","Thu Nov 06 22:31:31 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","237","System Admin should not be able to create project with existent id","Surefire suite","Thu Nov 06 22:31:27 UTC 2025","passed","Thu Nov 06 22:31:27 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithExistentIdTest"
"","83","System Admin should not be able to create project with unexistent project parent","Surefire suite","Thu Nov 06 22:31:31 UTC 2025","passed","Thu Nov 06 22:31:31 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithUnexistentParentTest"
"","155","System Admin should be able to create project with minimal mandatory correct data","Surefire suite","Thu Nov 06 22:31:29 UTC 2025","passed","Thu Nov 06 22:31:30 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithMinCorrectDataTest"
"","143","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:32 UTC 2025","passed","Thu Nov 06 22:31:32 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","385","Project admin should not be able to create build type for not their project","Surefire suite","Thu Nov 06 22:31:38 UTC 2025","passed","Thu Nov 06 22:31:38 UTC 2025","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","186","System Admin should be able to find existing project by name","Surefire suite","Thu Nov 06 22:31:36 UTC 2025","passed","Thu Nov 06 22:31:36 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminSearchesProjectByNameTest"
"","244","System Admin should not be able to create project with wrong content in content type header","Surefire suite","Thu Nov 06 22:31:34 UTC 2025","passed","Thu Nov 06 22:31:34 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithWrongInfoInContentHeaderTest"
"","86","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:29 UTC 2025","passed","Thu Nov 06 22:31:29 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
"","106","System Admin should not be able to create project with invalid name","Surefire suite","Thu Nov 06 22:31:30 UTC 2025","passed","Thu Nov 06 22:31:30 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithNameMalformationsTest"
"","51592","setupTeamCityServerTest","Surefire suite","Thu Nov 06 22:30:16 UTC 2025","passed","Thu Nov 06 22:31:08 UTC 2025","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","179","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:31 UTC 2025","passed","Thu Nov 06 22:31:31 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","210","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:34 UTC 2025","passed","Thu Nov 06 22:31:34 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","167","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:31 UTC 2025","passed","Thu Nov 06 22:31:31 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","70","System Admin should not be able to create project with empty body","Surefire suite","Thu Nov 06 22:31:35 UTC 2025","passed","Thu Nov 06 22:31:36 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithoutProperBodyTest"
"","138","User should not be able to create subproject","Surefire suite","Thu Nov 06 22:31:38 UTC 2025","passed","Thu Nov 06 22:31:38 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesSubproject"
"","107","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:33 UTC 2025","passed","Thu Nov 06 22:31:33 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","150","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:32 UTC 2025","passed","Thu Nov 06 22:31:32 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","115","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:33 UTC 2025","passed","Thu Nov 06 22:31:33 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","119","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:29 UTC 2025","passed","Thu Nov 06 22:31:29 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
"","126","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:33 UTC 2025","passed","Thu Nov 06 22:31:33 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","391","System Admin should not be able to specify both source project and source locator","Surefire suite","Thu Nov 06 22:31:27 UTC 2025","passed","Thu Nov 06 22:31:27 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithDifferentSourceLocatorAndSourceTest"
"","25","User should be able to start build (with WireMock)","Surefire suite","Thu Nov 06 22:31:38 UTC 2025","broken","Thu Nov 06 22:31:38 UTC 2025","com.example.teamcity.api.StartBuildTest","Surefire test","com.example.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest"
"","16","User should not be able to create project without mandatory header","Surefire suite","Thu Nov 06 22:31:37 UTC 2025","failed","Thu Nov 06 22:31:37 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesProjectWithoutHeaderTest"
"","103","System Admin should not be able to create project with wrong value in auth header","Surefire suite","Thu Nov 06 22:31:34 UTC 2025","passed","Thu Nov 06 22:31:34 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithWrongInfoInAuthHeaderTest"
"","97","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:28 UTC 2025","passed","Thu Nov 06 22:31:28 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
"","341","User should not be able to create two build types with the same id","Surefire suite","Thu Nov 06 22:31:39 UTC 2025","passed","Thu Nov 06 22:31:40 UTC 2025","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","71","System Admin should not able to create project without id field","Surefire suite","Thu Nov 06 22:31:35 UTC 2025","passed","Thu Nov 06 22:31:35 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithoutIdTest"
"","99","User should not be able to create project with root as parent","Surefire suite","Thu Nov 06 22:31:36 UTC 2025","passed","Thu Nov 06 22:31:36 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","userCreatesProjectInRoot"
"","114","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:29 UTC 2025","passed","Thu Nov 06 22:31:29 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
"","134","System Admin should be able to create project with correct name","Surefire suite","Thu Nov 06 22:31:33 UTC 2025","passed","Thu Nov 06 22:31:33 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithValidNameTest"
"","93","System Admin should not be able to create project with invalid id","Surefire suite","Thu Nov 06 22:31:28 UTC 2025","passed","Thu Nov 06 22:31:28 UTC 2025","com.example.teamcity.api.NewProjectTest","Surefire test","com.example.teamcity.api.NewProjectTest","systemAdminCreatesProjectWithInvalidIdTest"
